sample_id,class_id,class_name,original_pixels,resized_pixels,scaled_resized_pixels,retention_percent
hurricane-florence_00000453,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000453,3,Major Damage,3939,239,3824,97.08047727849709
hurricane-florence_00000453,4,Destroyed,0,0,0,0.0
hurricane-matthew_00000176,0,Background,1044088,65255,1044080,99.99923378106061
hurricane-matthew_00000176,1,No Damage,0,0,0,0.0
hurricane-matthew_00000176,2,Minor Damage,923,62,992,107.47562296858071
hurricane-matthew_00000176,3,Major Damage,771,50,800,103.76134889753568
hurricane-matthew_00000176,4,Destroyed,2794,169,2704,96.77881173944166
hurricane-florence_00000529,0,Background,1030892,64434,1030944,100.00504417533553
hurricane-florence_00000529,1,No Damage,14033,876,14016,99.87885697997577
hurricane-florence_00000529,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000529,3,Major Damage,3651,226,3616,99.04135853190907
hurricane-florence_00000529,4,Destroyed,0,0,0,0.0
socal-fire_00000175,0,Background,1048576,65536,1048576,100.0
socal-fire_00000175,1,No Damage,0,0,0,0.0
socal-fire_00000175,2,Minor Damage,0,0,0,0.0
socal-fire_00000175,3,Major Damage,0,0,0,0.0
socal-fire_00000175,4,Destroyed,0,0,0,0.0
hurricane-florence_00000387,0,Background,987581,61708,987328,99.97438184817246
hurricane-florence_00000387,1,No Damage,60995,3828,61248,100.41478809738503
hurricane-florence_00000387,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000387,3,Major Damage,0,0,0,0.0
hurricane-florence_00000387,4,Destroyed,0,0,0,0.0
hurricane-harvey_00000506,0,Background,945964,59119,945904,99.9936572639128
hurricane-harvey_00000506,1,No Damage,0,0,0,0.0
hurricane-harvey_00000506,2,Minor Damage,0,0,0,0.0
hurricane-harvey_00000506,3,Major Damage,102612,6417,102672,100.05847269325226
hurricane-harvey_00000506,4,Destroyed,0,0,0,0.0
socal-fire_00000349,0,Background,1048576,65536,1048576,100.0
socal-fire_00000349,1,No Damage,0,0,0,0.0
socal-fire_00000349,2,Minor Damage,0,0,0,0.0
socal-fire_00000349,3,Major Damage,0,0,0,0.0
socal-fire_00000349,4,Destroyed,0,0,0,0.0
socal-fire_00000126,0,Background,977645,61098,977568,99.99212393046555
socal-fire_00000126,1,No Damage,70931,4438,71008,100.10855620250668
socal-fire_00000126,2,Minor Damage,0,0,0,0.0
socal-fire_00000126,3,Major Damage,0,0,0,0.0
socal-fire_00000126,4,Destroyed,0,0,0,0.0
santa-rosa-wildfire_00000334,0,Background,1048576,65536,1048576,100.0
santa-rosa-wildfire_00000334,1,No Damage,0,0,0,0.0
santa-rosa-wildfire_00000334,2,Minor Damage,0,0,0,0.0
santa-rosa-wildfire_00000334,3,Major Damage,0,0,0,0.0
santa-rosa-wildfire_00000334,4,Destroyed,0,0,0,0.0
socal-fire_00000705,0,Background,1048576,65536,1048576,100.0
socal-fire_00000705,1,No Damage,0,0,0,0.0
socal-fire_00000705,2,Minor Damage,0,0,0,0.0
socal-fire_00000705,3,Major Damage,0,0,0,0.0
socal-fire_00000705,4,Destroyed,0,0,0,0.0
hurricane-florence_00000344,0,Background,1042146,65147,1042352,100.01976690406143
hurricane-florence_00000344,1,No Damage,2695,165,2640,97.95918367346938
hurricane-florence_00000344,2,Minor Damage,3285,197,3152,95.95129375951294
hurricane-florence_00000344,3,Major Damage,450,27,432,96.0
hurricane-florence_00000344,4,Destroyed,0,0,0,0.0
hurricane-florence_00000389,0,Background,1031366,64452,1031232,99.98700752206298
hurricane-florence_00000389,1,No Damage,0,0,0,0.0
hurricane-florence_00000389,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000389,3,Major Damage,17210,1084,17344,100.77861708309122
hurricane-florence_00000389,4,Destroyed,0,0,0,0.0
mexico-earthquake_00000072,0,Background,983214,61443,983088,99.9871848854878
mexico-earthquake_00000072,1,No Damage,65362,4093,65488,100.19277255897923
mexico-earthquake_00000072,2,Minor Damage,0,0,0,0.0
mexico-earthquake_00000072,3,Major Damage,0,0,0,0.0
mexico-earthquake_00000072,4,Destroyed,0,0,0,0.0
hurricane-florence_00000408,0,Background,994200,62136,994176,99.997585998793
hurricane-florence_00000408,1,No Damage,44771,2796,44736,99.92182439525585
hurricane-florence_00000408,2,Minor Damage,2508,158,2528,100.79744816586921
hurricane-florence_00000408,3,Major Damage,7097,446,7136,100.5495279695646
hurricane-florence_00000408,4,Destroyed,0,0,0,0.0
socal-fire_00000420,0,Background,1048483,65532,1048512,100.00276590083006
socal-fire_00000420,1,No Damage,0,0,0,0.0
socal-fire_00000420,2,Minor Damage,0,0,0,0.0
socal-fire_00000420,3,Major Damage,0,0,0,0.0
socal-fire_00000420,4,Destroyed,93,4,64,68.81720430107528
socal-fire_00000669,0,Background,1036346,64769,1036304,99.99594729945404
socal-fire_00000669,1,No Damage,12230,767,12272,100.34341782502042
socal-fire_00000669,2,Minor Damage,0,0,0,0.0
socal-fire_00000669,3,Major Damage,0,0,0,0.0
socal-fire_00000669,4,Destroyed,0,0,0,0.0
hurricane-florence_00000395,0,Background,1031121,64445,1031120,99.9999030181715
hurricane-florence_00000395,1,No Damage,0,0,0,0.0
hurricane-florence_00000395,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000395,3,Major Damage,17455,1091,17456,100.00572901747351
hurricane-florence_00000395,4,Destroyed,0,0,0,0.0
hurricane-matthew_00000400,0,Background,1026728,64172,1026752,100.00233752269345
hurricane-matthew_00000400,1,No Damage,0,0,0,0.0
hurricane-matthew_00000400,2,Minor Damage,0,0,0,0.0
hurricane-matthew_00000400,3,Major Damage,5476,340,5440,99.34258582907232
hurricane-matthew_00000400,4,Destroyed,16372,1024,16384,100.07329587099927
hurricane-michael_00000519,0,Background,900292,56217,899472,99.90891843979509
hurricane-michael_00000519,1,No Damage,115271,7241,115856,100.5074997180557
hurricane-michael_00000519,2,Minor Damage,19061,1205,19280,101.1489428676355
hurricane-michael_00000519,3,Major Damage,10346,646,10336,99.9033442876474
hurricane-michael_00000519,4,Destroyed,3606,227,3632,100.7210205213533
hurricane-matthew_00000200,0,Background,1045413,65336,1045376,99.99646072891765
hurricane-matthew_00000200,1,No Damage,0,0,0,0.0
hurricane-matthew_00000200,2,Minor Damage,146,9,144,98.63013698630137
hurricane-matthew_00000200,3,Major Damage,408,25,400,98.0392156862745
hurricane-matthew_00000200,4,Destroyed,2609,166,2656,101.80145649674203
hurricane-harvey_00000492,0,Background,773589,48275,772400,99.84630081348107
hurricane-harvey_00000492,1,No Damage,191010,12012,192192,100.6188157688079
hurricane-harvey_00000492,2,Minor Damage,55502,3480,55680,100.32070916363374
hurricane-harvey_00000492,3,Major Damage,28475,1769,28304,99.39947322212467
hurricane-harvey_00000492,4,Destroyed,0,0,0,0.0
socal-fire_00000028,0,Background,1008994,63060,1008960,99.99663030701868
socal-fire_00000028,1,No Damage,39582,2476,39616,100.08589763023596
socal-fire_00000028,2,Minor Damage,0,0,0,0.0
socal-fire_00000028,3,Major Damage,0,0,0,0.0
socal-fire_00000028,4,Destroyed,0,0,0,0.0
socal-fire_00000516,0,Background,1046504,65404,1046464,99.99617774991782
socal-fire_00000516,1,No Damage,0,0,0,0.0
socal-fire_00000516,2,Minor Damage,0,0,0,0.0
socal-fire_00000516,3,Major Damage,0,0,0,0.0
socal-fire_00000516,4,Destroyed,2072,132,2112,101.93050193050193
palu-tsunami_00000164,0,Background,912876,57069,913104,100.02497600988525
palu-tsunami_00000164,1,No Damage,103019,6439,103024,100.00485347363109
palu-tsunami_00000164,2,Minor Damage,0,0,0,0.0
palu-tsunami_00000164,3,Major Damage,18989,1180,18880,99.4259834641108
palu-tsunami_00000164,4,Destroyed,13692,848,13568,99.09436167104879
hurricane-michael_00000443,0,Background,893313,55855,893680,100.04108302465093
hurricane-michael_00000443,1,No Damage,114228,7100,113600,99.45022236229296
hurricane-michael_00000443,2,Minor Damage,34353,2145,34320,99.90393852065321
hurricane-michael_00000443,3,Major Damage,6032,393,6288,104.24403183023874
hurricane-michael_00000443,4,Destroyed,650,43,688,105.84615384615385
santa-rosa-wildfire_00000182,0,Background,1035036,64690,1035040,100.00038645998785
santa-rosa-wildfire_00000182,1,No Damage,13540,846,13536,99.97045790251107
santa-rosa-wildfire_00000182,2,Minor Damage,0,0,0,0.0
santa-rosa-wildfire_00000182,3,Major Damage,0,0,0,0.0
santa-rosa-wildfire_00000182,4,Destroyed,0,0,0,0.0
